TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
01,2017-11-24,78,BBASB1,070,BBAS    /EJ,ON      NM,000,R$,2.81,2.81,2.81,2.81,2.81,0.00,0.00,00001,000000000000001500,4215.00,31.11,0,2018-02-19,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,78,BBASB15,070,BBASE    /EJ,ON      NM,000,R$,1.45,1.45,1.45,1.45,1.45,0.00,0.00,00001,000000000000000800,1160.00,34.36,0,2018-02-19,0000001,0.00,BRBBASACNOR3,263
01,2017-11-24,78,BBASB17,070,BBASE    /EJ,ON      NM,000,R$,1.30,1.30,1.30,1.30,1.30,0.00,0.00,00001,000000000000006000,7800.00,34.86,0,2018-02-19,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,78,BBASB2,070,BBAS    /EJ,ON      NM,000,R$,2.60,2.60,2.60,2.60,2.60,0.00,0.00,00001,000000000000003000,7800.00,32.61,0,2018-02-19,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASB33,070,BBAS    /EJ,ON      NM,000,R$,2.00,2.00,2.00,2.00,2.00,0.00,0.00,00001,000000000000000100,200.00,33.11,0,2018-02-19,0000001,0.00,BRBBASACNOR3,270
01,2017-11-24,78,BBASB63,070,BBASE,ON      NM,000,R$,2.03,2.10,2.03,2.09,2.10,0.00,0.00,00002,000000000000680100,1428203.00,33.36,0,2018-02-19,0000001,0.00,BRBBASACNOR3,272
01,2017-11-24,78,BBASB65,070,BBAS    /EJ,ON      NM,000,R$,1.13,1.13,1.13,1.13,1.13,0.00,0.00,00001,000000000000001000,1130.00,35.61,0,2018-02-19,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASF69,070,BBASE    /EJ,ON      NM,000,R$,1.58,1.59,1.58,1.58,1.59,0.00,0.00,00002,000000000000100000,158500.00,38.52,0,2018-06-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,78,BBASF72,070,BBASE    /EJ,ON      NM,000,R$,3.39,3.39,3.39,3.39,3.39,1.05,6.45,00004,000000000000005700,19323.00,32.52,0,2018-06-18,0000001,0.00,BRBBASACNOR3,272
01,2017-11-24,78,BBASL12,070,BBASE    /EJ,ON      NM,000,R$,0.64,0.64,0.60,0.63,0.60,0.00,0.90,00002,000000000000006100,3900.00,34.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL13,070,BBASE    /EJ,ON      NM,000,R$,0.32,0.32,0.32,0.32,0.32,0.02,2.00,00003,000000000000002000,640.00,35.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL14,070,BBASE    /EJ,ON      NM,000,R$,0.86,0.86,0.75,0.76,0.86,0.74,1.01,00014,000000000000042800,32746.00,33.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,78,BBASL20,070,BBAS  FM/EJ,ON      NM,000,R$,1.65,1.80,1.52,1.66,1.77,0.01,0.00,00024,000000000000037400,62226.00,31.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,78,BBASL21,070,BBASE    /EJ,ON      NM,000,R$,2.79,2.79,2.51,2.74,2.51,0.00,0.00,00004,000000000000004500,12359.00,30.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,268
01,2017-11-24,78,BBASL32,070,BBAS    /EJ,ON      NM,000,R$,1.80,2.00,1.80,1.87,2.00,1.65,2.89,00008,000000000000006600,12356.00,31.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,78,BBASL33,070,BBAS    /EJ,ON      NM,000,R$,1.42,1.46,1.24,1.37,1.36,1.36,1.50,00072,000000000000097500,133961.00,32.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,78,BBASL34,070,BBAS    /EJ,ON      NM,000,R$,0.99,1.00,0.80,0.89,0.93,0.88,0.98,00157,000000000000278400,250256.00,33.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,78,BBASL35,070,BBAS    /EJ,ON      NM,000,R$,0.37,0.38,0.31,0.34,0.38,0.35,0.38,00160,000000000000168200,57960.00,35.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,269
01,2017-11-24,78,BBASL36,070,BBAS  FM/EJ,ON      NM,000,R$,0.29,0.29,0.23,0.26,0.29,0.28,0.33,00042,000000000000021300,5726.00,35.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL37,070,BBAS    /EJ,ON      NM,000,R$,0.21,0.25,0.17,0.19,0.25,0.18,0.25,00119,000000000003735500,716117.00,36.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,78,BBASL38,070,BBAS    /EJ,ON      NM,000,R$,0.15,0.15,0.15,0.15,0.15,0.10,0.15,00004,000000000000001100,165.00,37.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,78,BBASL39,070,BBAS    /EJ,ON      NM,000,R$,0.06,0.09,0.05,0.07,0.09,0.00,0.12,00009,000000000007508000,537200.00,38.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,78,BBASL4,070,BBAS  FM/EJ,ON      NM,000,R$,0.72,0.82,0.63,0.71,0.80,0.80,0.81,00077,000000000000060000,43070.00,33.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,78,BBASL40,070,BBAS    /EJ,ON      NM,000,R$,0.04,0.04,0.04,0.04,0.04,0.03,0.40,00002,000000000000004200,168.00,39.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,78,BBASL48,070,BBAS    /EJ,ON      NM,000,R$,0.07,0.08,0.07,0.07,0.08,0.07,0.00,00002,000000000000006500,515.00,37.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL5,070,BBAS  FM/EJ,ON      NM,000,R$,0.44,0.50,0.39,0.44,0.48,0.45,0.51,00210,000000000000537300,241707.00,34.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,78,BBASL6,070,BBASE    /EJ,ON      NM,000,R$,1.26,1.34,1.15,1.26,1.34,1.20,0.00,00007,000000000000012500,15778.00,32.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,268
01,2017-11-24,78,BBASL73,070,BBAS  FM/EJ,ON      NM,000,R$,1.14,1.22,1.01,1.12,1.18,0.99,0.00,00072,000000000000228400,257278.00,32.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL75,070,BBASE    /EJ,ON      NM,000,R$,0.38,0.40,0.38,0.39,0.40,0.01,0.46,00003,000000000000001100,438.00,35.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,78,BBASL77,070,BBAS    /EJ,ON      NM,000,R$,0.14,0.18,0.12,0.16,0.17,0.12,0.24,00095,000000000000049500,8058.00,36.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL90,070,BBAS    /EJ,ON      NM,000,R$,0.05,0.05,0.05,0.05,0.05,0.00,0.00,00004,000000000003700100,185005.00,40.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL92,070,BBASE    /EJ,ON      NM,000,R$,1.83,1.84,1.67,1.80,1.84,0.00,0.00,00014,000000000000037100,66886.00,31.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,78,BBASL93,070,BBASE    /EJ,ON      NM,000,R$,0.94,1.05,0.94,0.99,1.05,0.78,3.00,00004,000000000000062000,61690.00,33.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL94,070,BBAS    /EJ,ON      NM,000,R$,0.56,0.60,0.56,0.59,0.60,0.01,0.62,00003,000000000000026000,15560.00,34.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,78,BBASL99,070,BBASE    /EJ,ON      NM,000,R$,0.04,0.04,0.04,0.04,0.04,0.02,0.09,00001,000000000000005000,200.00,39.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,82,BBASM3,080,BBASE    /EJ,ON      NM,000,R$,0.58,0.59,0.56,0.56,0.56,0.00,0.59,00205,000000000000672100,381096.00,29.88,0,2018-01-15,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASM32,080,BBASE    /EJ,ON      NM,000,R$,1.09,1.09,1.08,1.08,1.08,0.95,0.00,00010,000000000000007300,7934.00,31.63,0,2018-01-15,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,82,BBASM33,080,BBASE  FM/EJ,ON      NM,000,R$,1.59,1.59,1.59,1.59,1.59,0.00,0.00,00001,000000000000010000,15900.00,32.88,0,2018-01-15,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASM34,080,BBASE  FM/EJ,ON      NM,000,R$,2.24,2.24,2.22,2.22,2.22,0.00,0.00,00002,000000000000003100,6884.00,33.88,0,2018-01-15,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASM60,080,BBASE    /EJ,ON      NM,000,R$,0.56,0.56,0.56,0.56,0.56,0.00,0.00,00001,000000000000001000,560.00,29.63,0,2018-01-15,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,82,BBASM62,080,BBASE    /EJ,ON      NM,000,R$,1.30,1.30,1.30,1.30,1.30,0.93,0.00,00002,000000000000000800,1040.00,32.13,0,2018-01-15,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASN32,080,BBASE    /EJ,ON      NM,000,R$,1.50,1.50,1.50,1.50,1.50,0.00,0.00,00001,000000000000000100,150.00,31.61,0,2018-02-19,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,82,BBASN65,080,BBASE    /EJ,ON      NM,000,R$,3.60,3.60,3.58,3.58,3.58,0.00,0.00,00002,000000000000004900,17544.00,35.61,0,2018-02-19,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASN9,080,BBASE    /EJ,ON      NM,000,R$,0.51,0.51,0.51,0.51,0.51,0.00,0.00,00001,000000000000001000,510.00,28.11,0,2018-02-19,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,82,BBASV1,080,BBASE    /EJ,ON      NM,000,R$,2.95,2.95,2.95,2.95,2.95,1.85,0.00,00001,000000000000000400,1180.00,31.31,0,2018-10-15,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASX11,080,BBASE    /EJ,ON      NM,000,R$,0.67,0.67,0.67,0.67,0.67,0.12,0.00,00001,000000000000001000,670.00,31.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,264
01,2017-11-24,82,BBASX20,080,BBASE  FM/EJ,ON      NM,000,R$,0.83,0.91,0.79,0.85,0.79,0.01,1.35,00034,000000000000083000,71350.00,31.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,82,BBASX21,080,BBASE    /EJ,ON      NM,000,R$,0.46,0.46,0.46,0.46,0.46,0.00,0.00,00002,000000000000001000,460.00,30.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,268
01,2017-11-24,82,BBASX27,080,BBASE    /EJ,ON      NM,000,R$,0.05,0.05,0.05,0.05,0.05,0.03,0.08,00001,000000000000010000,500.00,26.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,82,BBASX3,080,BBASE    /EJ,ON      NM,000,R$,0.17,0.17,0.17,0.17,0.17,0.01,0.30,00001,000000000000001700,289.00,28.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,261
01,2017-11-24,82,BBASX31,080,BBASE    /EJ,ON      NM,000,R$,0.41,0.43,0.39,0.41,0.39,0.00,0.00,00054,000000000000026300,10860.00,30.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,82,BBASX32,080,BBASE    /EJ,ON      NM,000,R$,0.68,0.68,0.64,0.66,0.64,0.24,0.75,00017,000000000000026000,17280.00,31.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,82,BBASX33,080,BBASE    /EJ,ON      NM,000,R$,1.03,1.10,1.00,1.05,1.00,0.68,1.22,00106,000000000000140600,148866.00,32.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,82,BBASX36,080,BBASE    /EJ,ON      NM,000,R$,3.40,3.40,3.40,3.40,3.40,0.00,0.00,00001,000000000000004900,16660.00,35.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASX4,080,BBASE  FM/EJ,ON      NM,000,R$,1.90,1.97,1.83,1.88,1.87,0.21,0.00,00021,000000000000040300,76110.00,33.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,82,BBASX58,080,BBASE    /EJ,ON      NM,000,R$,0.10,0.10,0.10,0.10,0.10,0.05,0.15,00001,000000000000006000,600.00,27.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,265
01,2017-11-24,82,BBASX59,080,BBASE    /EJ,ON      NM,000,R$,0.26,0.26,0.21,0.23,0.24,0.01,0.24,00075,000000000000030000,7085.00,29.38,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASX60,080,BBASE    /EJ,ON      NM,000,R$,0.31,0.32,0.31,0.31,0.32,0.00,0.34,00023,000000000000003300,1026.00,29.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,82,BBASX61,080,BBASE  FM/EJ,ON      NM,000,R$,0.51,0.51,0.49,0.49,0.50,0.00,0.52,00004,000000000000001800,893.00,30.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASX70,080,BBASE    /EJ,ON      NM,000,R$,0.35,0.36,0.34,0.35,0.34,0.19,0.00,00024,000000000000059000,20840.00,30.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,268
01,2017-11-24,82,BBASX73,080,BBASE  FM/EJ,ON      NM,000,R$,1.30,1.30,1.25,1.27,1.30,0.00,0.00,00008,000000000000012500,15895.00,32.88,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,82,BBASX8,080,BBASE    /EJ,ON      NM,000,R$,5.05,5.05,5.05,5.05,5.05,2.66,0.00,00002,000000000000000600,3030.00,37.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,267
01,2017-11-24,82,BBASX92,080,BBASE    /EJ,ON      NM,000,R$,0.75,0.75,0.68,0.71,0.68,0.01,0.00,00004,000000000000011900,8455.00,31.63,0,2017-12-18,0000001,0.00,BRBBASACNOR3,266
01,2017-11-24,82,BBASX93,080,BBASE    /EJ,ON      NM,000,R$,1.45,1.50,1.40,1.45,1.40,0.98,0.00,00010,000000000000004200,6094.00,33.13,0,2017-12-18,0000001,0.00,BRBBASACNOR3,271
01,2017-11-24,02,BBDC3,010,BRADESCO,ON      N1,,R$,31.30,31.46,31.00,31.10,31.00,31.00,31.11,03191,000000000000718300,22345683.00,0.00,0,9999-12-31,0000001,0.00,BRBBDCACNOR1,671
01,2017-11-24,96,BBDC3F,020,BRADESCO,ON      N1,,R$,31.01,31.88,30.98,31.14,30.98,30.98,31.89,00067,000000000000001812,56432.28,0.00,0,9999-12-31,0000001,0.00,BRBBDCACNOR1,671
01,2017-11-24,02,BBDC4,010,BRADESCO,PN      N1,,R$,33.75,33.86,33.45,33.53,33.45,33.45,33.50,12800,000000000004223700,141635207.00,0.00,0,9999-12-31,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,96,BBDC4F,020,BRADESCO,PN      N1,,R$,33.75,33.75,33.40,33.54,33.40,33.40,33.90,00101,000000000000002919,97931.81,0.00,0,9999-12-31,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,62,BBDC4T,030,BRADESCO,PN      N1,017,R$,33.66,33.67,33.56,33.63,33.57,0.00,0.00,00004,000000000000003000,100901.93,0.00,0,9999-12-31,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,62,BBDC4T,030,BRADESCO,PN      N1,060,R$,33.96,33.97,33.96,33.96,33.97,0.00,0.00,00002,000000000000001000,33962.85,0.00,0,9999-12-31,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,78,BBDCA32,070,BBDC  FM,PN      N1,000,R$,2.50,2.50,2.41,2.46,2.47,0.00,0.00,00007,000000000000019600,48242.00,32.04,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,78,BBDCA35,070,BBDCE,PN      N1,000,R$,0.77,0.89,0.77,0.77,0.89,0.00,1.46,00002,000000000000145600,112184.00,34.97,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,655
01,2017-11-24,78,BBDCA37,070,BBDC  FM,PN      N1,000,R$,1.66,1.66,1.61,1.63,1.61,0.00,2.36,00003,000000000000007000,11420.00,33.38,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,78,BBDCA38,070,BBDC  FM,PN      N1,000,R$,1.21,1.21,1.18,1.20,1.18,0.00,1.90,00002,000000000000001480,1787.80,34.29,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,78,BBDCA7,070,BBDC  FM,PN      N1,000,R$,0.85,0.85,0.85,0.85,0.85,0.00,1.43,00001,000000000000003000,2550.00,35.22,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,669
01,2017-11-24,78,BBDCB56,070,BBDC,PN      N1,000,R$,0.88,0.88,0.88,0.88,0.88,0.00,0.00,00001,000000000000005000,4400.00,36.60,0,2018-02-19,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,78,BBDCB7,070,BBDCE,PN      N1,000,R$,1.42,1.42,1.42,1.42,1.42,0.00,0.00,00001,000000000000005000,7100.00,34.98,0,2018-02-19,0000001,0.00,BRBBDCACNPR8,655
01,2017-11-24,78,BBDCB76,070,BBDCE,PN      N1,000,R$,1.00,1.00,1.00,1.00,1.00,0.00,0.00,00001,000000000000010000,10000.00,35.94,0,2018-02-19,0000001,0.00,BRBBDCACNPR8,668
01,2017-11-24,78,BBDCC2,070,BBDCE,ON      N1,000,R$,1.10,1.10,1.00,1.00,1.00,0.00,0.00,00002,000000000000038100,38110.00,33.75,0,2018-03-19,0000001,0.00,BRBBDCACNOR1,671
01,2017-11-24,78,BBDCL1,070,BBDCE,PN      N1,000,R$,5.98,5.98,5.73,5.88,5.73,5.00,6.20,00005,000000000000001600,9420.00,28.01,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,657
01,2017-11-24,78,BBDCL10,070,BBDC,PN      N1,000,R$,0.18,0.18,0.14,0.16,0.14,0.10,0.25,00003,000000000000004100,661.00,36.87,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,78,BBDCL12,070,BBDCE,PN      N1,000,R$,3.95,3.95,3.90,3.91,3.90,2.32,0.00,00002,000000000000001000,3915.00,29.83,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,651
01,2017-11-24,78,BBDCL19,070,BBDC,PN      N1,000,R$,1.25,1.25,1.25,1.25,1.25,0.00,0.00,00002,000000000000100000,125000.00,33.24,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,661
01,2017-11-24,78,BBDCL21,070,BBDCE,PN      N1,000,R$,0.76,0.76,0.70,0.71,0.70,0.55,0.75,00069,000000000000016360,11631.10,34.37,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,78,BBDCL25,070,BBDCE,PN      N1,000,R$,0.55,0.55,0.54,0.54,0.54,0.52,1.25,00002,000000000000002000,1090.00,34.83,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,78,BBDCL29,070,BBDC,PN      N1,000,R$,0.20,0.20,0.17,0.19,0.17,0.08,0.20,00003,000000000000005600,1102.00,36.58,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,665
01,2017-11-24,78,BBDCL30,070,BBDCE,PN      N1,000,R$,8.08,8.08,7.88,7.98,7.88,0.00,0.00,00004,000000000000002200,17558.00,25.74,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,78,BBDCL35,070,BBDCE,PN      N1,000,R$,1.12,1.15,1.09,1.13,1.15,0.45,1.13,00004,000000000000005020,5683.00,33.46,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,78,BBDCL37,070,BBDCE,PN      N1,000,R$,0.44,0.44,0.41,0.42,0.41,0.35,1.00,00003,000000000000001800,759.00,35.33,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,668
01,2017-11-24,78,BBDCL38,070,BBDC,PN      N1,000,R$,0.05,0.05,0.05,0.05,0.05,0.04,0.06,00022,000000000000015300,765.00,38.33,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,665
01,2017-11-24,78,BBDCL41,070,BBDC,PN      N1,000,R$,0.12,0.12,0.12,0.12,0.12,0.08,0.12,00008,000000000000004800,576.00,37.33,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,660
01,2017-11-24,78,BBDCL48,070,BBDCE,PN      N1,000,R$,0.88,0.94,0.87,0.89,0.94,0.78,0.94,00006,000000000000009500,8455.00,33.92,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,78,BBDCL5,070,BBDC,PN      N1,000,R$,2.25,2.25,2.25,2.25,2.25,0.00,0.00,00001,000000000000000500,1125.00,31.87,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,78,BBDCL52,070,BBDC  FM,PN      N1,000,R$,0.40,0.40,0.35,0.37,0.35,0.20,0.45,00068,000000000000019100,7199.00,35.58,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,669
01,2017-11-24,78,BBDCL66,070,BBDC  FM,PN      N1,000,R$,1.59,1.63,1.49,1.55,1.50,0.00,0.00,00017,000000000000025290,39208.70,32.78,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,661
01,2017-11-24,78,BBDCL67,070,BBDCE,PN      N1,000,R$,1.42,1.42,1.42,1.42,1.42,1.18,0.00,00001,000000000000001000,1420.00,33.01,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,82,BBDCM1,080,BBDCE,PN      N1,000,R$,0.15,0.19,0.15,0.16,0.17,0.15,0.20,00016,000000000000024010,3881.90,28.38,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,82,BBDCM38,080,BBDCE,PN      N1,000,R$,1.63,1.63,1.63,1.63,1.63,1.20,0.00,00001,000000000000000700,1141.00,34.29,0,2018-01-15,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,82,BBDCN46,080,BBDCE,PN      N1,000,R$,1.20,1.20,1.20,1.20,1.20,0.00,0.00,00001,000000000000000100,120.00,32.64,0,2018-02-19,0000001,0.00,BRBBDCACNPR8,671
01,2017-11-24,82,BBDCO1,080,BBDCE,ON      N1,000,R$,1.20,1.20,1.00,1.00,1.00,0.00,0.00,00002,000000000000038100,38120.00,30.00,0,2018-03-19,0000001,0.00,BRBBDCACNOR1,671
01,2017-11-24,82,BBDCX19,080,BBDCE,PN      N1,000,R$,0.80,0.80,0.80,0.80,0.80,0.00,0.00,00002,000000000000100000,80000.00,33.24,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,661
01,2017-11-24,82,BBDCX20,080,BBDCE,PN      N1,000,R$,0.32,0.32,0.32,0.32,0.32,0.00,0.00,00003,000000000000030000,9600.00,31.44,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,664
01,2017-11-24,82,BBDCX25,080,BBDCE  FM,PN      N1,000,R$,1.72,1.76,1.68,1.71,1.73,0.68,0.00,00012,000000000000016480,28345.20,34.83,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,82,BBDCX35,080,BBDCE,PN      N1,000,R$,0.97,0.97,0.94,0.96,0.94,0.00,0.98,00060,000000000000010000,9635.00,33.46,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,82,BBDCX38,080,BBDCE,PN      N1,000,R$,4.65,4.65,4.60,4.63,4.65,0.00,0.00,00004,000000000000001600,7410.00,38.33,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,665
01,2017-11-24,82,BBDCX48,080,BBDCE  FM,PN      N1,000,R$,1.11,1.17,1.11,1.14,1.17,0.78,0.00,00006,000000000000007360,8412.20,33.92,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,82,BBDCX64,080,BBDCE,PN      N1,000,R$,0.23,0.23,0.23,0.23,0.23,0.00,0.00,00003,000000000000003000,690.00,30.96,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,662
01,2017-11-24,82,BBDCX67,080,BBDCE,PN      N1,000,R$,0.73,0.77,0.72,0.73,0.77,0.00,2.00,00060,000000000000010500,7705.00,33.01,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,652
01,2017-11-24,82,BBDCX76,080,BBDCE,PN      N1,000,R$,0.60,0.60,0.60,0.60,0.60,0.00,0.00,00001,000000000000004000,2400.00,32.55,0,2017-12-18,0000001,0.00,BRBBDCACNPR8,659
01,2017-11-24,12,BBFI11B,010,FII BB PROGR,CI      MB,,R$,3000.00,3000.00,2929.99,2941.02,2950.00,2925.00,2950.00,00060,000000000000000422,1241112.16,0.00,0,9999-12-31,0000001,0.00,BRBBFICTF006,248
01,2017-11-24,12,BBPO11,010,FII BB PRGII,CI,,R$,149.00,151.18,148.71,149.52,149.00,149.00,149.32,00149,000000000000011577,1731078.67,0.00,0,9999-12-31,0000001,0.00,BRBBPOCTF003,160
01,2017-11-24,12,BBRC11,010,FII BB CORP,CI,,R$,143.49,143.49,142.76,143.34,143.47,143.00,143.47,00030,000000000000000885,126860.89,0.00,0,9999-12-31,0000001,0.00,BRBBRCCTF004,174
01,2017-11-24,02,BBRK3,010,BR BROKERS,ON      NM,,R$,1.03,1.04,1.02,1.02,1.03,1.02,1.03,00143,000000000000379100,390198.00,0.00,0,9999-12-31,0000001,0.00,BRBBRKACNOR4,111
01,2017-11-24,96,BBRK3F,020,BR BROKERS,ON      NM,,R$,1.10,1.10,1.01,1.01,1.01,1.03,1.11,00002,000000000000000077,78.04,0.00,0,9999-12-31,0000001,0.00,BRBBRKACNOR4,111
